t_s,x_m,v_mps,a_mps2
0.18200000000000013,4.27994,37.3111,87.0089
0.18400000000000014,4.35451,37.4828,85.5312
0.18600000000000014,4.4299,37.6528,84.0635
0.18800000000000014,4.5055,37.8191,82.6073
0.19000000000000014,4.58121,37.9828,81.1932
0.19200000000000014,4.65769,38.1434,79.8317
0.19400000000000014,4.73395,38.3012,78.504
0.19600000000000015,4.81079,38.457,77.1857
0.19800000000000015,4.88822,38.6095,75.8818
0.20000000000000015,4.96558,38.7589,74.595
0.20200000000000015,5.04328,38.9057,73.3327
0.20400000000000015,5.12124,39.0502,72.1005
0.20600000000000016,5.19941,39.1933,70.88
0.20800000000000016,5.27787,39.3348,69.6648
0.21000000000000016,5.35707,39.4728,68.4544
0.21200000000000016,5.43633,39.6069,67.28
0.21400000000000016,5.51551,39.7399,66.1584
0.21600000000000016,5.59519,39.8714,65.0627
0.21800000000000017,5.67516,40.0005,63.9706
0.22000000000000017,5.75534,40.1274,62.877
0.22200000000000017,5.8359,40.2515,61.8022
0.22400000000000017,5.91661,40.3729,60.7526
0.22600000000000017,5.99749,40.4925,59.7288
0.22800000000000017,6.07847,40.6108,58.7188
0.23000000000000018,6.16002,40.7272,57.6986
0.23200000000000018,6.24159,40.8412,56.6906
0.23400000000000018,6.32344,40.9528,55.7357
0.23600000000000018,6.40531,41.0632,54.8334
0.23800000000000018,6.48769,41.173,53.9482
0.24000000000000019,6.57047,41.2798,53.0597
0.2420000000000002,6.65312,41.3837,52.1555
0.2440000000000002,6.73596,41.4862,51.2463
0.2460000000000002,6.81922,41.587,50.3643
0.2480000000000002,6.90241,41.6864,49.5011
0.25000000000000017,6.98568,41.7857,48.6382
0.25200000000000017,7.06958,41.8833,47.7784
0.25400000000000017,7.15343,41.9781,46.9465
0.25600000000000017,7.2377,42.071,46.1591
0.2580000000000002,7.32199,42.1617,45.3797
0.2600000000000002,7.40623,42.251,44.5812
0.2620000000000002,7.49093,42.3392,43.7855
0.2640000000000002,7.57593,42.4249,42.997
0.2660000000000002,7.66076,42.5094,42.2113
0.2680000000000002,7.74593,42.5935,41.4616
0.2700000000000002,7.8312,42.6761,40.7534
0.2720000000000002,7.91674,42.7569,40.063
0.2740000000000002,8.00248,42.8358,39.3932
0.2760000000000002,8.08834,42.9123,38.7399
0.2780000000000002,8.17403,42.9882,38.087
0.2800000000000002,8.26013,43.0637,37.4315
0.2820000000000002,8.34641,43.1379,36.7726
0.2840000000000002,8.43269,43.2111,36.1239
0.2860000000000002,8.51913,43.2831,35.4996
0.2880000000000002,8.60605,43.3533,34.8882
0.2900000000000002,8.69259,43.423,34.2836
0.2920000000000002,8.77972,43.4916,33.6835
0.2940000000000002,8.86693,43.5577,33.0692
0.2960000000000002,8.95408,43.6225,32.454
0.2980000000000002,9.04127,43.6868,31.8489
0.3000000000000002,9.12885,43.7503,31.2385
0.3020000000000002,9.21645,43.8127,30.6431
0.3040000000000002,9.30431,43.8732,30.0704
0.3060000000000002,9.3921,43.9318,29.502
0.3080000000000002,9.48001,43.9896,28.9565
0.3100000000000002,9.56801,44.0464,28.4433
0.3120000000000002,9.65605,44.1025,27.9271
0.3140000000000002,9.74458,44.1575,27.3998
0.3160000000000002,9.83296,44.2111,26.8836
0.3180000000000002,9.92137,44.264,26.3947
0.32000000000000023,10.00992,44.3166,25.948
0.32200000000000023,10.09875,44.3682,25.5235
0.32400000000000023,10.18747,44.4186,25.1038
0.32600000000000023,10.27645,44.4682,24.6881
0.32800000000000024,10.36555,44.5167,24.2635
0.33000000000000024,10.45449,44.5644,23.8431
0.33200000000000024,10.54376,44.6116,23.4346
0.33400000000000024,10.63298,44.658,23.0145
0.33600000000000024,10.72232,44.7039,22.5818
0.33800000000000024,10.8119,44.7489,22.1723
0.34000000000000025,10.90141,44.7933,21.7991
0.34200000000000025,10.99125,44.8368,21.4433
0.34400000000000025,11.08085,44.879,21.0874
0.34600000000000025,11.17066,44.9202,20.7172
0.34800000000000025,11.26054,44.9609,20.3291
0.35000000000000026,11.35062,45.0005,19.927
0.35200000000000026,11.44067,45.0391,19.5283
0.35400000000000026,11.53077,45.0779,19.1504
0.35600000000000026,11.62082,45.1168,18.795
0.35800000000000026,11.71124,45.1547,18.464
0.36000000000000026,11.80149,45.1916,18.1503
0.36200000000000027,11.89214,45.2274,17.8399
0.36400000000000027,11.98266,45.262,17.5203
0.36600000000000027,12.07332,45.2956,17.1865
0.36800000000000027,12.16385,45.329,16.8419
0.3700000000000003,12.25449,45.3623,16.4904
0.3720000000000003,12.34513,45.3955,16.1402
0.3740000000000003,12.43611,45.4281,15.8084
0.3760000000000003,12.52679,45.4601,15.503
0.3780000000000003,12.61798,45.4914,15.2176
0.3800000000000003,12.70913,45.5212,14.9517
0.3820000000000003,12.80027,45.5496,14.6887
0.3840000000000003,12.89117,45.578,14.399
0.3860000000000003,12.98252,45.6062,14.0885
0.3880000000000003,13.07367,45.6337,13.7886
0.3900000000000003,13.16504,45.6611,13.512
0.3920000000000003,13.25635,45.6881,13.2468
0.3940000000000003,13.34788,45.7143,12.9964
0.3960000000000003,13.43926,45.7403,12.7708
0.3980000000000003,13.5309,45.7656,12.5596
0.4000000000000003,13.62238,45.7897,12.3471
0.4020000000000003,13.71387,45.8135,12.1316
0.4040000000000003,13.80555,45.8375,11.9118
0.4060000000000003,13.89737,45.8615,11.6712
0.4080000000000003,13.98906,45.8848,11.4236
0.4100000000000003,14.08093,45.9076,11.1927
0.4120000000000003,14.17282,45.9295,10.9805
0.4140000000000003,14.26449,45.9516,10.7814
0.4160000000000003,14.35668,45.9734,10.5789
0.4180000000000003,14.4484,45.9944,10.3682
0.4200000000000003,14.54062,46.0151,10.137
0.4220000000000003,14.6329,46.0344,9.8704
0.4240000000000003,14.72485,46.0535,9.5583
0.4260000000000003,14.81679,46.0728,9.1813
0.4280000000000003,14.90891,46.0919,8.7226
0.4300000000000003,15.00137,46.1102,8.1698
0.43200000000000033,15.0936,46.1277,7.5086
0.43400000000000033,15.18568,46.1453,6.7154
0.43600000000000033,15.27821,46.1618,5.7953
0.43800000000000033,15.37045,46.1767,4.7351
0.44000000000000034,15.46293,46.1892,3.4846
0.44200000000000034,15.55538,46.1988,2.0269
0.44400000000000034,15.64761,46.2058,0.3811
0.44600000000000034,15.74015,46.2094,-1.4371
0.44800000000000034,15.83284,46.2089,-3.4325
0.45000000000000034,15.92536,46.2036,-5.5754
0.45200000000000035,16.01771,46.1937,-7.8145
0.45400000000000035,16.11039,46.1783,-10.1198
0.45600000000000035,16.20308,46.157,-12.4505
0.45800000000000035,16.2958,46.1294,-14.7625
0.46000000000000035,16.38822,46.0956,-17.0406
0.46200000000000035,16.48073,46.0561,-19.2675
0.46400000000000036,16.5729,46.011,-21.3956
0.46600000000000036,16.66498,45.9616,-23.3879
0.46800000000000036,16.75694,45.9081,-25.2176
0.47000000000000036,16.84868,45.8506,-26.8698
0.47200000000000036,16.94031,45.7903,-28.3297
0.47400000000000037,17.03176,45.7285,-29.5689
0.47600000000000037,17.1233,45.6643,-30.5926
0.47800000000000037,17.21451,45.598,-31.4214
0.48000000000000037,17.30562,45.5307,-32.0731
0.4820000000000004,17.3966,45.4632,-32.5819
0.4840000000000004,17.4875,45.3957,-32.9731
0.4860000000000004,17.57844,45.3274,-33.2408
0.4880000000000004,17.66881,45.2591,-33.4102
0.4900000000000004,17.75936,45.1917,-33.5142
0.4920000000000004,17.84958,45.1244,-33.5426
0.4940000000000004,17.9398,45.0574,-33.5053
0.4960000000000004,18.02962,44.9908,-33.4283
0.4980000000000004,18.11983,44.9239,-33.3323
0.5000000000000003,18.20951,44.8564,-33.23
0.5020000000000003,18.29903,44.7901,-33.1261
0.5040000000000003,18.38868,44.7241,-33.0333
0.5060000000000003,18.47802,44.6578,-32.9511
0.5080000000000003,18.56732,44.5919,-32.8552
0.5100000000000003,18.65639,44.5265,-32.7435
0.5120000000000003,18.74531,44.4618,-32.6352
0.5140000000000003,18.8341,44.3972,-32.5198
0.5160000000000003,18.92303,44.3321,-32.4066
0.5180000000000003,19.0115,44.2669,-32.3174
0.5200000000000004,19.10003,44.202,-32.2414
0.5220000000000004,19.1882,44.1371,-32.162
0.5240000000000004,19.27647,44.0734,-32.0708
0.5260000000000004,19.36451,44.0102,-31.9725
0.5280000000000004,19.45265,43.9464,-31.866
0.5300000000000004,19.54036,43.8827,-31.7448
0.5320000000000004,19.62812,43.8194,-31.6085
0.5340000000000004,19.71577,43.7558,-31.486
0.5360000000000004,19.80331,43.6917,-31.3927
0.5380000000000004,19.8904,43.6283,-31.3193
0.5400000000000004,19.97754,43.5658,-31.2674
0.5420000000000004,20.0645,43.5041,-31.2006
0.5440000000000004,20.15153,43.443,-31.1009
0.5460000000000004,20.23824,43.3817,-30.9881
0.5480000000000004,20.32495,43.3208,-30.8783
0.5500000000000004,20.41186,43.2589,-30.7768
0.5520000000000004,20.49805,43.1966,-30.6848
0.5540000000000004,20.5846,43.1347,-30.62
0.5560000000000004,20.67066,43.0728,-30.5769
0.5580000000000004,20.75676,43.0118,-30.5523
0.5600000000000004,20.84268,42.9513,-30.5289
0.5620000000000004,20.92846,42.8915,-30.4824
0.5640000000000004,21.01443,42.8309,-30.4018
0.5660000000000004,21.0998,42.7699,-30.2838
0.5680000000000004,21.18544,42.709,-30.1732
0.5700000000000004,21.27078,42.6479,-30.0833
0.5720000000000004,21.35581,42.5874,-30.0028
0.5740000000000004,21.4412,42.5265,-29.9363
0.5760000000000004,21.52591,42.4664,-29.8825
0.5780000000000004,21.61084,42.4072,-29.8247
0.5800000000000004,21.69547,42.3484,-29.7412
0.5820000000000004,21.7802,42.2901,-29.6416
0.5840000000000004,21.86488,42.2309,-29.5249
0.5860000000000004,21.94926,42.1717,-29.3962
0.5880000000000004,22.03349,42.1128,-29.2713
0.5900000000000004,22.11765,42.0542,-29.1651
0.5920000000000004,22.20158,41.9957,-29.0916
0.5940000000000004,22.28571,41.9372,-29.0306
0.5960000000000004,22.3694,41.8791,-28.97
0.5980000000000004,22.45309,41.8213,-28.902
0.6000000000000004,22.53661,41.7641,-28.8195
0.6020000000000004,22.62012,41.7074,-28.7234
0.6040000000000004,22.70346,41.6503,-28.6217
0.6060000000000004,22.7868,41.5927,-28.5205
0.6080000000000004,22.86982,41.5353,-28.4184
0.6100000000000004,22.95292,41.4784,-28.3335
0.6120000000000004,23.03588,41.4218,-28.267
0.6140000000000004,23.11866,41.365,-28.2093
0.6160000000000004,23.20112,41.3084,-28.1563
0.6180000000000004,23.2836,41.2526,-28.095
0.6200000000000004,23.36621,41.197,-28.0143
0.6220000000000004,23.44849,41.1417,-27.9246
0.6240000000000004,23.5308,41.0862,-27.8406
0.6260000000000004,23.61297,41.0301,-27.7486
0.6280000000000004,23.69499,40.9742,-27.6492
0.6300000000000004,23.77681,40.9186,-27.5545
0.6320000000000005,23.8585,40.8635,-27.487
0.6340000000000005,23.94026,40.8084,-27.4458
0.6360000000000005,24.02171,40.7537,-27.3957
0.6380000000000005,24.10347,40.6989,-27.3333
0.6400000000000005,24.18443,40.6445,-27.258
0.6420000000000005,24.26571,40.5909,-27.1699
0.6440000000000005,24.3468,40.537,-27.0771
0.6460000000000005,24.42791,40.4831,-26.9917
0.6480000000000005,24.50897,40.4287,-26.9202
0.6500000000000005,24.58963,40.3742,-26.8577
0.6520000000000005,24.67033,40.3207,-26.8053
0.6540000000000005,24.75106,40.2672,-26.7618
0.6560000000000005,24.8314,40.2137,-26.7361
0.6580000000000005,24.91168,40.1605,-26.6993
0.6600000000000005,24.99202,40.1078,-26.6352
0.6620000000000005,25.07217,40.0549,-26.5641
0.6640000000000005,25.15234,40.0019,-26.4841
0.6660000000000005,25.23215,39.9488,-26.4121
0.6680000000000005,25.31216,39.8954,-26.3434
0.6700000000000005,25.39171,39.8422,-26.2746
0.6720000000000005,25.47151,39.789,-26.2175
0.6740000000000005,25.55071,39.7369,-26.1625
0.6760000000000005,25.63039,39.6851,-26.1005
0.6780000000000005,25.70957,39.6329,-26.0315
0.6800000000000005,25.78907,39.5809,-25.9582
0.6820000000000005,25.8679,39.5292,-25.8652
0.6840000000000005,25.94696,39.478,-25.7625
0.6860000000000005,26.02603,39.4264,-25.6637
0.6880000000000005,26.1046,39.3748,-25.5799
0.6900000000000005,26.18339,39.3237,-25.5245
0.6920000000000005,26.26184,39.2729,-25.4819
0.6940000000000005,26.34053,39.222,-25.4496
0.6960000000000005,26.4187,39.1712,-25.4147
0.6980000000000005,26.49707,39.1211,-25.3653
0.7000000000000005,26.57532,39.0708,-25.304
0.7020000000000005,26.65325,39.0206,-25.2382
0.7040000000000005,26.73141,38.9705,-25.1804
0.7060000000000005,26.80937,38.92,-25.1267
0.7080000000000005,26.88715,38.869,-25.0692
0.7100000000000005,26.96489,38.8178,-25.013
0.7120000000000005,27.04248,38.7675,-24.9729
0.7140000000000005,27.11973,38.7179,-24.9271
0.7160000000000005,27.19725,38.6683,-24.8557
0.7180000000000005,27.27433,38.6185,-24.7557
0.7200000000000005,27.35169,38.5691,-24.6311
0.7220000000000005,27.42861,38.5199,-24.5124
0.7240000000000005,27.50582,38.4708,-24.406
0.7260000000000005,27.58268,38.4216,-24.3056
0.7280000000000005,27.65943,38.3724,-24.2079
0.7300000000000005,27.73608,38.3239,-24.1108
0.7320000000000005,27.81271,38.2761,-24.0154
0.7340000000000005,27.88888,38.2296,-23.9369
0.7360000000000005,27.96573,38.183,-23.8699
0.7380000000000005,28.04198,38.1353,-23.7944
0.7400000000000005,28.11827,38.0872,-23.7226
0.7420000000000005,28.1942,38.0397,-23.6549
0.7440000000000005,28.27011,37.9931,-23.6088
0.7460000000000006,28.34616,37.9464,-23.5915
0.7480000000000006,28.42192,37.8995,-23.5839
0.7500000000000006,28.49802,37.8519,-23.582
0.7520000000000006,28.57335,37.8049,-23.5709
0.7540000000000006,28.64903,37.7581,-23.5443
0.7560000000000006,28.72456,37.7109,-23.5198
0.7580000000000006,28.79996,37.6638,-23.503
0.7600000000000006,28.87527,37.616,-23.4699
0.7620000000000006,28.95039,37.5686,-23.4306
0.7640000000000006,29.02535,37.5222,-23.3822
0.7660000000000006,29.10045,37.4756,-23.3203
0.7680000000000006,29.17541,37.4285,-23.2769
0.7700000000000006,29.25012,37.3814,-23.2294
0.7720000000000006,29.32481,37.3344,-23.1676
0.7740000000000006,29.39936,37.2883,-23.1001
0.7760000000000006,29.47391,37.243,-23.0235
0.7780000000000006,29.5485,37.197,-22.9511
0.7800000000000006,29.62256,37.1515,-22.889
0.7820000000000006,29.69719,37.1061,-22.8147
0.7840000000000006,29.7712,37.0603,-22.7354
0.7860000000000006,29.84536,37.015,-22.6752
0.7880000000000006,29.91933,36.9696,-22.6164
0.7900000000000006,29.99309,36.9241,-22.5768
0.7920000000000006,30.06678,36.879,-22.5478
0.7940000000000006,30.14061,36.8346,-22.5008
0.7960000000000006,30.21429,36.7898,-22.4546
0.7980000000000006,30.28754,36.7454,-22.4059
0.8000000000000006,30.36152,36.7003,-22.3471
0.8020000000000006,30.43449,36.6549,-22.2842
0.8040000000000006,30.50786,36.6107,-22.2203
0.8060000000000006,30.58108,36.5659,-22.1578
0.8080000000000006,30.65412,36.5213,-22.1122
0.8100000000000006,30.72718,36.4772,-22.0672
0.8120000000000006,30.80008,36.4331,-22.0127
0.8140000000000006,30.87298,36.389,-21.9623
0.8160000000000006,30.94533,36.3455,-21.8979
0.8180000000000006,31.01816,36.3021,-21.8304
0.8200000000000006,31.09074,36.2584,-21.7706
0.8220000000000006,31.16321,36.2152,-21.7081
0.8240000000000006,31.23553,36.1717,-21.6509
0.8260000000000006,31.30797,36.1287,-21.5975
0.8280000000000006,31.38013,36.0857,-21.5356
0.8300000000000006,31.4523,36.0422,-21.4841
0.8320000000000006,31.52424,35.9992,-21.4492
0.8340000000000006,31.59621,35.9567,-21.4002
0.8360000000000006,31.66823,35.9138,-21.3477
0.8380000000000006,31.73989,35.871,-21.3008
0.8400000000000006,31.81171,35.8285,-21.2392
0.8420000000000006,31.8831,35.786,-21.1713
0.8440000000000006,31.95464,35.7439,-21.1026
0.8460000000000006,32.02628,35.7015,-21.0262
0.8480000000000006,32.09749,35.6591,-20.964
0.8500000000000006,32.16875,35.6174,-20.9142
0.8520000000000006,32.24006,35.5754,-20.8591
0.8540000000000006,32.3111,35.5335,-20.8098
0.8560000000000006,32.38197,35.4926,-20.7578
0.8580000000000007,32.45308,35.4516,-20.705
0.8600000000000007,32.52391,35.4102,-20.6613
0.8620000000000007,32.59463,35.3696,-20.6108
0.8640000000000007,32.66539,35.3284,-20.5575
0.8660000000000007,32.73602,35.2872,-20.519
0.8680000000000007,32.80658,35.246,-20.4854
0.8700000000000007,32.87697,35.2048,-20.4618
0.8720000000000007,32.94729,35.1642,-20.4501
0.8740000000000007,33.01767,35.1234,-20.4124
0.8760000000000007,33.08787,35.0823,-20.3626
0.8780000000000007,33.15791,35.0417,-20.3248
0.8800000000000007,33.22797,35.0014,-20.2819
0.8820000000000007,33.29809,34.9603,-20.2331
0.8840000000000007,33.36775,34.9195,-20.1781
0.8860000000000007,33.43784,34.8788,-20.1207
0.8880000000000007,33.50734,34.8383,-20.0729
0.8900000000000007,33.57681,34.7988,-20.0228
0.8920000000000007,33.64651,34.7593,-19.9699
0.8940000000000007,33.71607,34.7193,-19.9234
0.8960000000000007,33.78545,34.6794,-19.8638
0.8980000000000007,33.85468,34.6398,-19.8044
0.9000000000000007,33.92394,34.6004,-19.7615
0.9020000000000007,33.99305,34.5613,-19.7165
0.9040000000000007,34.06224,34.5219,-19.6789
0.9060000000000007,34.13111,34.4825,-19.6549
0.9080000000000007,34.20016,34.4433,-19.6224
0.9100000000000007,34.26888,34.4043,-19.5866
0.9120000000000007,34.33783,34.3655,-19.5637
0.9140000000000007,34.40656,34.326,-19.5426
0.9160000000000007,34.475,34.2866,-19.5249
0.9180000000000007,34.54351,34.2475,-19.4961
0.9200000000000007,34.61199,34.2088,-19.4542
0.9220000000000007,34.68057,34.17,-19.4206
0.9240000000000007,34.7486,34.1312,-19.3822
0.9260000000000007,34.81707,34.0923,-19.348
0.9280000000000007,34.88499,34.0531,-19.3109
0.9300000000000007,34.95313,34.0145,-19.2554
0.9320000000000007,35.02105,33.9758,-19.2056
0.9340000000000007,35.08896,33.9377,-19.166
0.9360000000000007,35.15697,33.8994,-19.1183
0.9380000000000007,35.22458,33.8611,-19.0567
0.9400000000000007,35.29235,33.8236,-18.9835
0.9420000000000007,35.35996,33.7854,-18.8965
0.9440000000000007,35.42733,33.7475,-18.8224
0.9460000000000007,35.49492,33.7098,-18.7674
0.9480000000000007,35.56243,33.672,-18.7236
0.9500000000000007,35.6296,33.6344,-18.6891
0.9520000000000007,35.69677,33.5973,-18.6393
0.9540000000000007,35.76389,33.5605,-18.5919
0.9560000000000007,35.83096,33.5239,-18.5469
0.9580000000000007,35.89786,33.4876,-18.4921
0.9600000000000007,35.96516,33.4506,-18.4497
0.9620000000000007,36.03175,33.4136,-18.4087
0.9640000000000007,36.09878,33.3765,-18.3615
0.9660000000000007,36.16531,33.3393,-18.3318
0.9680000000000007,36.23193,33.3029,-18.322
0.9700000000000008,36.29854,33.2663,-18.3152
0.9720000000000008,36.365,33.2298,-18.3016
0.9740000000000008,36.43154,33.1935,-18.2642
0.9760000000000008,36.49796,33.1568,-18.2074
0.9780000000000008,36.56401,33.1204,-18.1477
0.9800000000000008,36.63042,33.0842,-18.0863
0.9820000000000008,36.69643,33.0475,-18.0434
0.9840000000000008,36.76247,33.0109,-18.0139
0.9860000000000008,36.82855,32.9746,-17.9769
0.9880000000000008,36.8943,32.9388,-17.9442
0.9900000000000008,36.96013,32.9035,-17.9189
0.9920000000000008,37.02599,32.8682,-17.8868
0.9940000000000008,37.09156,32.833,-17.8486
0.9960000000000008,37.15737,32.7976,-17.8048
0.9980000000000008,37.22279,32.762,-17.7616
1.0000000000000007,37.2884,32.7264,-17.7258
1.0020000000000007,37.35376,32.6911,-17.6979
1.0040000000000007,37.41922,32.6556,-17.6989
1.0060000000000007,37.48449,32.6196,-17.7158
1.0080000000000007,37.54955,32.5844,-17.7152
1.0100000000000007,37.6147,32.5493,-17.6951
1.0120000000000007,37.67977,32.5141,-17.6605
1.0140000000000007,37.74484,32.4786,-17.619
1.0160000000000007,37.80962,32.4434,-17.5737
1.0180000000000007,37.87464,32.4082,-17.5199
1.0200000000000007,37.93941,32.3722,-17.4573
1.0220000000000007,38.00406,32.3366,-17.3978
1.0240000000000007,38.06861,32.3017,-17.3455
1.0260000000000007,38.13319,32.2672,-17.3036
1.0280000000000007,38.19777,32.2328,-17.2621
1.0300000000000007,38.26218,32.1985,-17.1962
1.0320000000000007,38.32652,32.1646,-17.1208
1.0340000000000007,38.39091,32.1309,-17.0405
1.0360000000000007,38.45498,32.0969,-16.9599
1.0380000000000007,38.51915,32.0633,-16.9055
1.0400000000000007,38.58323,32.0298,-16.8708
1.0420000000000007,38.64742,31.9955,-16.8418
1.0440000000000007,38.71122,31.9616,-16.8264
1.0460000000000007,38.77499,31.9287,-16.8267
1.0480000000000007,38.83892,31.8957,-16.8225
1.0500000000000007,38.9027,31.8624,-16.802
1.0520000000000007,38.96639,31.8288,-16.7679
1.0540000000000007,39.03012,31.7951,-16.7349
1.0560000000000007,39.09363,31.7615,-16.706
1.0580000000000007,39.1572,31.7279,-16.6732
1.0600000000000007,39.22077,31.6937,-16.6606
1.0620000000000007,39.2838,31.6598,-16.6607
1.0640000000000007,39.34723,31.6264,-16.6437
1.0660000000000007,39.41025,31.5933,-16.6178
1.0680000000000007,39.47343,31.5608,-16.5939
1.0700000000000007,39.53664,31.5281,-16.5684
1.0720000000000007,39.59952,31.4948,-16.5331
1.0740000000000007,39.66249,31.4619,-16.4917
1.0760000000000007,39.72557,31.4288,-16.4492
1.0780000000000007,39.78812,31.3959,-16.4103
1.0800000000000007,39.85112,31.3635,-16.3786
1.0820000000000007,39.91373,31.3307,-16.3565
1.0840000000000007,39.97651,31.2976,-16.3377
1.0860000000000007,40.03892,31.2649,-16.3044
1.0880000000000007,40.10138,31.2325,-16.2632
1.0900000000000007,40.16399,31.1996,-16.2168
1.0920000000000007,40.22622,31.1669,-16.1583
1.0940000000000007,40.28857,31.1346,-16.0919
1.0960000000000008,40.35079,31.1024,-16.0221
1.0980000000000008,40.41282,31.0704,-15.9516
1.1000000000000008,40.47503,31.0383,-15.8762
1.1020000000000008,40.5371,31.0063,-15.8113
1.1040000000000008,40.59902,30.9745,-15.7677
1.1060000000000008,40.66099,30.9431,-15.7345
1.1080000000000008,40.7228,30.9121,-15.7004
1.1100000000000008,40.78448,30.8817,-15.6607
1.1120000000000008,40.84628,30.8511,-15.6248
1.1140000000000008,40.90786,30.8201,-15.5967
1.1160000000000008,40.96959,30.7898,-15.5795
1.1180000000000008,41.03127,30.7589,-15.5826
1.1200000000000008,41.09274,30.7271,-15.6029
1.1220000000000008,41.15412,30.6954,-15.6225
1.1240000000000008,41.21532,30.6642,-15.6428
1.1260000000000008,41.27669,30.6331,-15.6727
1.1280000000000008,41.33789,30.6021,-15.6942
1.1300000000000008,41.39918,30.5708,-15.695
1.1320000000000008,41.46033,30.5391,-15.6778
1.1340000000000008,41.52151,30.5068,-15.6398
1.1360000000000008,41.58226,30.4746,-15.5941
1.1380000000000008,41.64309,30.4432,-15.5536
1.1400000000000008,41.70399,30.4121,-15.5125
1.1420000000000008,41.76504,30.3804,-15.4711
1.1440000000000008,41.82561,30.3492,-15.4206
